name,x,y
1,1.5904278,3.3707395
2,0.9936046,3.3042321
3,1.1900067,4.322505
117,1.202627,3.5955284
22,3.7788177,3.1152158
16,3.156095,2.4690359
17,2.921205,2.06884
18,3.6413512,2.8876014
19,2.966142,2.2744763
20,3.1917365,2.3511865
21,2.9223957,2.1657622
23,3.7447867,3.0043466
24,3.4843597,2.9510803
25,4.096466,3.36709
26,3.3635387,2.8274243
27,3.1487384,2.384219
28,3.1532044,2.5207381
29,2.9658942,2.1095526
30,4.030378,3.237674
31,2.640155,1.9757235
32,3.2535422,2.453136
33,2.118052,1.3959026
34,3.3600264,2.612136
58,7.1763296,7.5668435
112,2.6894026,5.9933176
113,1.3291808,4.0193563
50,6.9271126,7.6834607
51,8.098364,7.266888
52,-5.4484615,10.49897
53,-0.47913906,11.524473
54,3.0970955,2.875667
55,8.227665,7.267021
56,7.5518847,7.9595356
57,4.721007,12.268258
59,4.383421,4.7934294
63,0.8141054,3.6427865
103,1.6546295,3.07587
66,7.985467,7.269833
67,7.9981422,7.2690125
68,7.916777,7.276841
106,1.7404832,5.041075
69,7.9831176,7.270631
70,7.965248,7.27221
71,7.9279127,7.2751575
72,7.9835606,7.270481
114,5.6162663,0.7281979
73,7.960344,7.2691927
78,7.8835874,7.2788267
109,1.6570888,2.971927
115,1.1469669,5.1433845
95,5.7102365,1.819241
97,6.949408,7.6692805
98,6.950901,7.6663237
99,6.91943,7.6858134
116,5.674431,0.6755082
155,11.468459,-2.4548032
152,11.856703,-1.7047633
153,11.869797,-1.650289
154,10.94354,-3.1294332
4345,5.701772,0.66013247
145,11.555185,-2.0959778
146,11.827855,-2.7583845
147,10.758477,-3.220577
148,11.761547,-2.00816
149,11.736712,-2.3509407
150,11.199645,-3.1446073
151,11.939671,-1.6120024
4346,0.9136782,3.9640734
156,11.951397,-1.5645891
157,11.895763,-2.467996
158,10.886378,-3.5139866
159,11.411667,-2.613066
160,11.258765,-2.615595
161,11.823388,-2.6899502
162,10.97037,-3.4000278
163,11.6989155,-2.365763
164,11.303283,-3.1478348
165,11.930706,-1.6234998
4347,5.7005734,0.6813658
166,11.466472,-2.2378013
167,11.004842,-3.1369405
168,11.977239,-1.5240742
169,12.035641,-1.8492572
170,11.272689,-2.4882026
171,11.932431,-1.60475
172,11.4022455,-2.485197
173,11.890745,-2.7795236
174,11.137014,-3.139988
175,11.5841675,-2.3629591
4348,1.3201879,4.0225024
176,11.366415,-2.2929382
177,10.955959,-3.3636246
178,11.964437,-1.3805279
179,11.378248,-3.1674106
180,10.604996,-3.5492368
181,11.864334,-2.7159007
182,11.766168,-2.1784692
183,11.081295,-3.063694
184,11.2363825,-2.6576965
185,11.455444,-2.50516
4349,5.7360435,0.7689364
186,11.35149,-2.690022
193,10.806362,-3.3106961
194,11.928081,-1.6934297
195,11.186399,-2.8689406
196,10.754147,-3.4585798
197,11.550155,-3.0742102
198,11.214239,-3.3238013
199,10.805945,-3.512845
200,11.78721,-1.674982
201,10.525191,-3.5628512
202,11.295426,-2.5296314
4350,0.9038354,4.806505
