name,x,y
1,4.8866367,-75.74027
2,4.4564867,-62.459435
3,5.0700707,-78.71173
4,13.314558,42.420334
5,5.1154056,-73.4875
6,0.71333164,57.501366
117,50.70048,-0.17900209
6453,8.311073,-45.60973
6454,23.13576,1.0393672
7,-7.751681,23.020826
8,-6.9582458,58.904816
9,17.472126,35.771854
10,-11.884818,34.26574
22,-70.630104,10.721665
11,7.1838427,42.26074
12,7.5188584,40.51162
13,15.844848,42.212425
14,-10.717401,35.61174
110,-12.902836,5.383843
6455,-11.762333,-60.528694
15,3.6335824,50.160915
16,-49.76505,-15.953913
17,-50.50971,13.021139
18,-54.295715,29.581903
19,-45.34535,31.798067
20,-61.786114,25.89563
21,-20.560774,48.75271
23,-48.8893,43.018272
24,-40.22376,50.709515
25,-67.49613,15.208673
26,-68.30986,-1.6284007
27,-32.815964,61.072735
28,-69.61555,9.857215
29,-38.532223,59.96786
30,-69.38867,-5.715593
31,-54.167458,32.97132
32,-13.93482,-36.01715
33,-66.687706,15.749184
34,-20.913565,50.182487
35,7.5128117,40.68708
58,-8.549167,-41.867332
36,5.2197876,-72.352005
37,-11.895031,30.463228
38,6.5878363,21.079813
39,-12.175967,35.309177
111,24.54564,-17.189695
40,6.418978,21.032072
41,8.357523,39.315884
42,13.095318,52.45067
43,13.509119,42.499424
112,35.810715,38.48402
113,50.83765,5.1055527
44,-11.503971,34.918423
45,12.496472,51.809414
46,12.635123,52.01971
47,7.946086,40.254944
91,12.4004755,-46.505497
48,2.0454054,-19.787937
49,7.595549,40.722023
50,5.2485,-64.65189
51,5.426711,-56.00342
52,-3.0475252,-45.917946
53,-4.5713573,-53.71599
54,-20.14333,6.1463223
55,2.9548461,-74.76368
56,-14.7290325,-34.422882
57,-5.012792,-33.955223
102,14.254597,14.589684
59,-20.098705,-37.53558
60,6.6041822,57.189568
61,61.89898,-23.1921
62,5.8722568,-69.878784
63,-0.5226153,-47.196003
64,5.5792203,-38.198727
103,-21.60602,-47.650238
104,-16.875902,6.6327295
65,0.79946846,-44.577866
66,4.4817286,-77.41403
67,2.0471082,-75.53984
68,-2.0871437,-73.85791
105,24.416296,-17.265299
106,-22.434263,-35.505386
69,-10.140268,-61.471043
70,-2.6079,-73.37611
71,-2.4943662,-73.614044
72,-2.6394138,-73.48864
114,52.254368,22.17257
73,-16.244291,-36.427616
74,-11.59727,-18.767591
75,-9.610121,-32.429325
76,9.653341,-48.648422
107,-24.886343,-9.848121
77,-0.82257646,-73.27671
78,-16.789982,-34.2653
79,-15.898423,-26.53982
80,-3.3897946,-37.580105
108,24.383036,-17.35545
109,-23.957806,-29.80736
81,-39.59442,19.551472
82,56.41474,-25.57796
83,-3.3486288,-70.54542
84,-3.3379364,-70.68858
85,-4.9792905,37.702965
86,19.05048,40.92199
87,6.385333,24.312407
88,23.184536,1.0650423
89,6.7082505,-13.776849
90,23.150671,1.0432222
115,52.45558,11.025819
92,5.060503,-77.22182
93,5.0883145,-78.80695
94,31.64696,-3.0187504
95,-11.038206,-58.802567
96,5.7550144,-69.99952
97,2.5781572,-70.27119
98,-1.4779772,-61.864063
99,2.893731,-41.703167
