name,x,y
1,2.6700323,7.971512
2,5.3776946,6.9353585
3,0.890928,7.8745766
4,10.219707,7.842089
5,6.6625724,7.0505877
6,9.8029585,9.778441
117,10.971647,2.0618095
6453,3.3589966,7.7970223
6454,10.181224,2.8748157
7,9.694061,7.461647
8,7.4212255,6.8143353
9,12.374652,7.783469
10,9.498622,7.2285614
22,13.702984,12.570571
11,11.15831,7.5938663
12,10.054529,5.976874
13,9.941061,7.6480236
14,9.462451,7.1558557
110,12.99738,7.421871
6455,-2.732171,0.94625413
15,10.317035,5.7025995
16,11.2832575,16.251322
17,11.515406,15.6605625
18,15.01038,10.921586
19,15.207649,10.050856
20,14.599218,11.251121
21,14.37472,9.570027
23,11.992115,15.09851
24,11.327153,16.185947
25,13.798887,12.398311
26,12.39591,13.5626135
27,14.714095,11.61592
28,14.22866,12.090789
29,14.356817,11.946068
30,14.703278,11.43573
31,11.881742,15.155135
32,3.8377953,8.04988
33,14.509128,11.452954
34,15.509797,7.391562
35,10.902626,7.695896
58,7.634159,7.9129887
36,7.067655,6.9481215
37,10.095664,8.315172
38,9.429778,7.2456317
39,9.443141,7.1021304
111,10.111984,3.0822723
40,11.98066,8.231707
41,9.4296465,7.2621202
42,13.777596,6.931925
43,9.722838,7.525023
112,15.328548,5.51584
113,11.809289,2.3500395
44,11.148357,7.677301
45,9.406013,7.2089705
46,13.378358,7.12328
47,14.030786,10.047204
91,12.836185,6.3543386
48,12.292721,6.531526
49,11.321514,3.1729517
50,1.7851775,7.9632535
51,2.9245143,7.809953
52,5.9640026,7.8252964
53,6.5976796,8.289367
54,7.291533,8.528578
55,1.3411645,8.019588
56,4.760311,8.0961685
57,6.289834,6.9605174
102,13.088813,5.224166
59,4.537618,8.381602
60,4.0595284,7.864963
61,7.430794,5.66719
62,2.5101101,7.8926325
63,6.047959,7.267629
64,5.9303074,7.3334775
103,9.377679,9.780753
104,15.480338,6.0916085
65,6.594374,8.276367
66,1.239065,7.9994783
67,2.0771995,8.259563
68,2.4512444,8.453737
105,10.044383,3.1207278
106,11.381345,11.053009
69,3.9823291,8.745421
70,2.0614386,8.2907915
71,2.8275216,8.483494
72,2.388129,8.432146
114,15.514271,4.345583
73,8.512079,9.191896
74,12.380535,4.455759
75,2.7802105,8.291958
76,11.103676,11.802806
107,13.405081,5.7401385
77,4.232939,8.545476
78,9.036166,9.373903
79,4.3026533,8.441988
80,2.7130904,8.123794
108,10.165435,3.119432
109,8.909444,9.507051
81,6.9195905,15.023176
82,2.7819111,8.167456
83,1.1288635,7.9705815
84,1.2830068,8.035106
85,6.768882,6.764357
86,5.6105585,6.946875
87,13.223996,5.131655
88,10.907119,4.8890486
89,15.008766,7.3699408
90,12.820695,6.705683
115,12.110706,2.403727
92,3.3228571,7.983216
93,1.8641437,8.127768
94,16.422901,6.8590302
95,6.614437,8.374217
96,2.9613726,7.7933054
97,2.9915318,8.080939
98,3.9267695,7.9117174
99,6.4016614,6.393521
100,5.625538,3.0011163
101,8.536573,3.9671671
116,15.141702,3.768832
118,13.964882,9.3523655
119,14.677938,7.917446
120,11.145848,3.936085
121,14.501932,6.376084
155,11.889256,16.366962
2770,9.50321,1.2007581
122,13.484847,6.6106563
123,12.631411,2.6866038
124,13.950036,8.376153
125,12.418556,6.45257
130,10.844623,6.689094
126,13.052465,5.2181363
127,13.7294035,8.261176
128,12.956757,4.9897165
129,12.280603,3.7508423
152,13.862701,12.358063
231,8.38115,3.7786427
131,15.005359,6.3881445
132,14.477409,4.1769147
133,13.601195,8.950871
134,13.025401,8.861291
153,14.331951,11.795175
135,12.016455,5.3164396
136,13.933307,9.742502
137,14.6116,5.8999395
138,13.089583,3.4494343
139,12.853334,9.116826
140,13.823195,7.419555
141,13.093615,3.9118598
142,8.281302,5.189563
143,13.117985,4.692335
154,11.945645,15.255644
4345,14.300789,4.3564644
144,13.484875,4.108237
145,-0.73628074,12.084306
146,-0.71854603,12.094597
147,-0.612223,11.949344
148,9.263257,19.136805
149,10.657358,18.682499
150,10.619026,18.256496
151,12.085536,15.632975
4346,11.714272,2.2772646
156,11.689414,17.598516
157,11.773669,17.84666
158,9.212531,19.411333
159,10.835788,18.489656
160,11.705392,16.6388
161,11.98525,16.099598
162,11.9524,15.5446615
163,11.917291,15.844902
164,9.671531,19.524277
165,9.65201,19.57263
4347,13.234248,2.6690474
166,12.046195,14.613581
167,12.008533,15.223784
168,10.982619,18.530964
169,11.892093,17.635172
170,11.43706,15.962968
171,11.160246,16.669039
172,10.544815,18.104462
173,12.039612,15.0492115
174,10.572942,18.603184
175,11.433517,18.51341
4348,11.689704,2.283522
176,11.996738,15.243514
177,12.093762,14.238354
178,10.940237,16.550777
179,11.479079,15.845719
180,11.400382,17.536123
181,11.742529,13.822414
182,11.1242075,18.430767
183,10.554635,19.752375
184,9.235364,19.2972
185,10.862299,16.63148
4349,14.222227,2.9674537
186,11.543553,15.6985855
